id,address_state,application_type,emp_length,emp_title,grade,home_ownership,loan_status,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,issue_date,last_credit_pull_date,last_payment_date,next_payment_date
1052196,TX,INDIVIDUAL,< 1 year,Travis Central Appraisal District,B,RENT,Fully Paid,1283745,car,B4, 36 months,Source Verified,47000,0.0291,167.08,0.1242,5000,4,5577,11/12/2021,1/14/2021,12/13/2021,1/13/2022
883991,FL,INDIVIDUAL,10+ years,,B,RENT,Fully Paid,1099327,car,B5, 36 months,Source Verified,200000,0.025,536.72,0.1269,16000,17,17765,11/9/2021,12/10/2021,12/10/2021,12/11/2021
664402,CA,INDIVIDUAL,2 years,MillenWorks,B,RENT,Fully Paid,849543,car,B1, 36 months,Source Verified,62000,0.0279,256.76,0.0963,8000,8,9154,11/2/2021,8/13/2021,8/13/2021,9/13/2021
606603,VA,INDIVIDUAL,7 years,US Army,B,RENT,Fully Paid,778186,car,B3, 36 months,Source Verified,48000,0.1925,128.36,0.0962,4000,20,4500,10/11/2021,2/13/2021,1/13/2021,2/13/2021
770260,NY,INDIVIDUAL,8 years,USAF,B,RENT,Fully Paid,971872,car,B4, 36 months,Source Verified,72000,0.0067,329.72,0.1149,10000,16,11870,11/6/2021,6/14/2021,6/14/2021,7/14/2021
602589,CA,INDIVIDUAL,2 years,Ricks Electric,B,RENT,Fully Paid,773168,car,B3, 36 months,Source Verified,25200,0.0262,118.73,0.0962,3700,7,4170,10/10/2021,5/16/2021,5/13/2021,6/13/2021
990430,AZ,INDIVIDUAL,2 years,US Army,B,RENT,Fully Paid,1214411,car,B5, 36 months,Source Verified,28800,0.0396,218.05,0.1269,6500,11,7836,11/10/2021,4/15/2021,8/14/2021,9/14/2021
710582,FL,INDIVIDUAL,3 years,Mattress Firm,B,RENT,Fully Paid,903347,car,B4, 36 months,Source Verified,54000,0.0709,130.47,0.1074,4000,24,4596,11/3/2021,3/16/2021,3/13/2021,4/13/2021
999669,CA,INDIVIDUAL,4 years,kohls,B,RENT,Fully Paid,1225058,car,B4, 36 months,Source Verified,20000,0.0474,267.33,0.1242,8000,8,9620,11/10/2021,5/16/2021,10/14/2021,11/14/2021
882760,CA,INDIVIDUAL,< 1 year,Formula Public Relations,B,RENT,Fully Paid,1098001,car,B4, 36 months,Source Verified,30000,0.1568,66.84,0.1242,2000,28,2298,11/9/2021,4/13/2021,5/13/2021,6/13/2021
666141,NY,INDIVIDUAL,< 1 year,Frank Felino Architect,B,RENT,Fully Paid,851664,car,B5, 36 months,Source Verified,36000,0.183,157.4,0.1111,4800,15,5051,11/2/2021,2/15/2021,11/8/2021,11/9/2021
698460,CA,INDIVIDUAL,< 1 year,W Hotel,B,RENT,Fully Paid,889906,car,B5, 36 months,Source Verified,36000,0.1173,327.91,0.1111,10000,11,11996,11/3/2021,2/16/2021,5/14/2021,6/14/2021
633453,MN,INDIVIDUAL,4 years,Perkins,B,RENT,Fully Paid,811539,car,B1, 36 months,Source Verified,10800,0.1889,79.36,0.0888,2500,16,2819,10/12/2021,2/13/2021,2/13/2021,3/13/2021
680444,PA,INDIVIDUAL,3 years,Pepsi Bottling Company,B,RENT,Fully Paid,869249,car,B5, 36 months,Source Verified,74880,0.2155,114.77,0.1111,3500,24,3683,11/2/2021,11/13/2021,11/9/2021,11/10/2021
580245,TX,INDIVIDUAL,4 years,Netjets Aviation Inc.,B,RENT,Fully Paid,745932,car,B4, 36 months,Source Verified,80000,0.2133,247.29,0.1149,7500,39,8880,10/9/2021,10/15/2021,5/13/2021,6/13/2021
740551,CO,INDIVIDUAL,< 1 year,N W Service Enterprises INC,B,RENT,Fully Paid,938281,car,B1, 36 months,Source Verified,19200,0.0669,161.32,0.0999,5000,6,5807,11/4/2021,5/16/2021,5/14/2021,6/14/2021
741868,NV,INDIVIDUAL,< 1 year,Titanium Metals Corporation,B,RENT,Fully Paid,939876,car,B2, 36 months,Source Verified,41600,0.0366,260.36,0.1059,8000,5,9143,11/5/2021,3/13/2021,3/13/2021,4/13/2021
726232,IL,INDIVIDUAL,1 year,Owens Corning,B,RENT,Fully Paid,921570,car,B4, 36 months,Source Verified,40000,0.1929,212.01,0.1074,6500,18,7416,11/4/2021,2/13/2021,1/13/2021,2/13/2021
1002790,NV,INDIVIDUAL,3 years,Reno iPhone iPod Repair,B,RENT,Fully Paid,1228866,car,B1, 36 months,Source Verified,30000,0.0986,135.35,0.0991,4200,32,4872,11/10/2021,11/14/2021,11/14/2021,12/14/2021
683909,IL,INDIVIDUAL,< 1 year,Advanced Technology Services,B,RENT,Fully Paid,873292,car,B3, 36 months,Source Verified,40000,0.2274,81.11,0.1037,2500,23,2920,11/2/2021,3/14/2021,3/14/2021,4/14/2021
669286,TX,INDIVIDUAL,1 year,pizza hut,B,RENT,Fully Paid,855754,car,B2, 36 months,Source Verified,14400,0.1933,96.81,0.1,3000,14,3485,11/2/2021,7/15/2021,2/14/2021,3/14/2021
390193,WI,INDIVIDUAL,3 years,Group Acumen,B,RENT,Fully Paid,425024,car,B2, 36 months,Source Verified,72000,0.0373,312.21,0.1126,9500,25,11054,9/4/2021,5/16/2021,11/5/2021,11/6/2021
634978,CA,INDIVIDUAL,1 year,Kellwood Company,C,RENT,Fully Paid,813425,car,C1, 36 months,Source Verified,45000,0.0589,333.25,0.1223,10000,7,11997,10/12/2021,1/14/2021,1/14/2021,2/14/2021
684571,CA,INDIVIDUAL,1 year,TEL EXCEL INC,C,RENT,Fully Paid,874062,car,C2, 36 months,Source Verified,23766,0.0833,60.71,0.1306,1800,7,2018,11/3/2021,5/16/2021,12/4/2021,12/5/2021
495971,FL,INDIVIDUAL,10+ years,Miami air international,C,RENT,Fully Paid,635400,car,C5, 36 months,Source Verified,120000,0.1447,164.57,0.1422,4800,31,5924,10/3/2021,5/16/2021,4/13/2021,5/13/2021
882700,CA,INDIVIDUAL,2 years,Seapointe,C,RENT,Fully Paid,1097946,car,C1, 36 months,Source Verified,19200,0.0763,67.87,0.1349,2000,3,2443,11/9/2021,9/14/2021,10/14/2021,11/14/2021
395663,NY,INDIVIDUAL,2 years,,C,RENT,Fully Paid,246583,car,C5, 36 months,Source Verified,70000,0.2153,238.53,0.1379,7000,12,8587,9/5/2021,10/15/2021,12/5/2021,12/6/2021
552806,NJ,INDIVIDUAL,4 years,ABM/Cushman Wakefield,C,RENT,Fully Paid,712316,car,C3, 36 months,Source Verified,107000,0.0733,136.68,0.1398,4000,12,4921,10/8/2021,1/14/2021,8/13/2021,9/13/2021
845342,CA,INDIVIDUAL,9 years,NDS Americas,C,RENT,Fully Paid,1056532,car,C1, 36 months,Source Verified,170000,0.1626,572.72,0.1299,17000,14,20160,11/9/2021,3/16/2021,9/13/2021,10/13/2021
639770,MA,INDIVIDUAL,2 years,Injured Workers Pharmacy,C,RENT,Fully Paid,819023,car,C3, 36 months,Source Verified,23000,0.156,261.06,0.1298,7750,6,7835,11/1/2021,11/2/2021,11/2/2021,11/3/2021
748900,TX,INDIVIDUAL,3 years,M.L. Wisner,C,RENT,Fully Paid,948037,car,C2, 36 months,Source Verified,57600,0.1173,178.99,0.1349,5275,11,6443,11/5/2021,5/14/2021,6/14/2021,7/14/2021
406896,DC,INDIVIDUAL,1 year,OvS,C,RENT,Fully Paid,421981,car,C3, 36 months,Source Verified,45150,0.1882,607.87,0.1316,18000,15,19610,9/6/2021,10/3/2021,10/3/2021,10/4/2021
435921,MI,INDIVIDUAL,4 years,"Hi Lex Controls, Inc",C,RENT,Fully Paid,521210,car,C2, 36 months,Source Verified,39500,0.0112,169.01,0.1322,5000,9,6084,9/8/2021,5/16/2021,12/9/2021,12/10/2021
894548,NY,INDIVIDUAL,8 years,Diocese of Long Island,C,RENT,Fully Paid,1169145,car,C5, 36 months,Source Verified,50000,0.0943,168.66,0.1596,4800,17,5940,11/9/2021,3/16/2021,2/14/2021,3/14/2021
769097,NY,INDIVIDUAL,< 1 year,Hudson Health Plan,C,RENT,Fully Paid,970523,car,C1, 36 months,Source Verified,42500,0.0274,134.76,0.1299,4000,7,4837,11/5/2021,4/16/2021,2/14/2021,3/14/2021
773247,VA,INDIVIDUAL,6 years,Ted Britt Ford,C,RENT,Fully Paid,975272,car,C5, 36 months,Source Verified,30000,0.0764,146.07,0.1523,4200,5,4406,11/6/2021,11/11/2021,11/10/2021,11/11/2021
778066,CA,INDIVIDUAL,< 1 year,Market City Caffe,C,RENT,Fully Paid,980603,car,C1, 36 months,Source Verified,35000,0.0549,67.38,0.1299,2000,10,2343,11/6/2021,2/16/2021,3/13/2021,4/13/2021
514858,IL,INDIVIDUAL,2 years,Tifanny & Company,C,RENT,Fully Paid,665527,car,C2, 36 months,Source Verified,70000,0.1306,269.96,0.1311,8000,12,9719,10/5/2021,5/13/2021,5/13/2021,6/13/2021
978779,IL,INDIVIDUAL,< 1 year,"Groupon, Inc",C,RENT,Fully Paid,1201628,car,C1, 36 months,Source Verified,58000,0.137,288.41,0.1349,8500,22,10179,11/10/2021,12/13/2021,11/13/2021,12/13/2021
794846,CA,INDIVIDUAL,4 years,Superior Mobile Medics,C,RENT,Fully Paid,999510,car,C3, 36 months,Source Verified,38400,0.1144,119.61,0.1399,3500,7,4306,11/6/2021,5/16/2021,7/14/2021,8/14/2021
782285,MN,INDIVIDUAL,< 1 year,Sporty's Pub,D,RENT,Fully Paid,985260,car,D2, 36 months,Source Verified,15000,0.0464,178.74,0.1719,5000,7,6152,11/6/2021,9/14/2021,3/13/2021,4/13/2021
720540,CA,INDIVIDUAL,< 1 year,Adrian Yi,D,RENT,Fully Paid,915008,car,D3, 36 months,Source Verified,25000,0.0624,83.53,0.1528,2400,4,3037,11/4/2021,5/14/2021,5/14/2021,6/14/2021
736534,AZ,INDIVIDUAL,1 year,Thunderbird Adventist Academy,D,RENT,Fully Paid,933494,car,D1, 36 months,Source Verified,35000,0.0682,137.77,0.1454,4000,10,4959,11/5/2021,6/15/2021,5/14/2021,6/14/2021
384068,LA,INDIVIDUAL,1 year,Brother Martin High School,D,RENT,Fully Paid,414807,car,D4, 36 months,Source Verified,33000,0.1178,156.12,0.1505,4500,31,5203,9/3/2021,10/8/2021,10/9/2021,10/10/2021
523530,VA,INDIVIDUAL,4 years,Kroger Co,D,RENT,Fully Paid,677368,car,D1, 36 months,Source Verified,20800,0.1887,110.68,0.1484,3200,5,3985,10/6/2021,8/15/2021,6/13/2021,7/13/2021
811484,NM,INDIVIDUAL,4 years,FLYNG STAR CAFE,D,RENT,Fully Paid,1018520,car,D3, 36 months,Source Verified,24000,0.135,177,0.1649,5000,10,6194,11/7/2021,9/15/2021,7/13/2021,8/13/2021
403941,AZ,INDIVIDUAL,< 1 year,The Art Institute of Phoenix,E,RENT,Fully Paid,449996,car,E2, 36 months,Source Verified,4800,0.05,84.38,0.16,2400,5,2970,9/5/2021,9/13/2021,11/6/2021,11/7/2021
625156,CA,INDIVIDUAL,10+ years,Great Reunions,D,RENT,Fully Paid,801192,car,D4, 36 months,Source Verified,23500,0.0286,203.37,0.152,5850,5,7340,10/12/2021,5/16/2021,1/14/2021,2/14/2021
848888,NC,INDIVIDUAL,2 years,Sierra Nevada Corp,A,MORTGAGE,Fully Paid,1060562,car,A5, 36 months,Source Verified,86748,0.1076,315.63,0.0849,10000,10,10071,11/8/2021,11/9/2021,11/9/2021,11/10/2021
632430,PA,INDIVIDUAL,10+ years,Harchuck Construction,A,MORTGAGE,Fully Paid,810176,car,A3, 36 months,Source Verified,32000,0.1046,69.39,0.0617,2275,19,2498,10/12/2021,12/13/2021,1/14/2021,2/14/2021
559528,TX,INDIVIDUAL,3 years,"VENTURE MECHANICAL, INC.",A,MORTGAGE,Fully Paid,720261,car,A5, 36 months,Source Verified,67500,0.054,93.85,0.0788,3000,38,3367,10/8/2021,9/15/2021,12/11/2021,12/12/2021
641341,IL,INDIVIDUAL,8 years,Illinois Transport inc.,B,MORTGAGE,Fully Paid,820949,car,B1, 36 months,Source Verified,81000,0.0055,317.44,0.0888,10000,35,10580,11/1/2021,11/10/2021,11/10/2021,11/11/2021
682833,FL,INDIVIDUAL,4 years,"Kimsey & DeBari, P.A.",C,MORTGAGE,Fully Paid,872085,car,C5, 36 months,Source Verified,125000,0.2419,507.06,0.1417,14800,21,16872,11/3/2021,5/16/2021,12/5/2021,12/6/2021
1025585,TX,INDIVIDUAL,5 years,US Computer Corp. - Chevron,C,MORTGAGE,Fully Paid,1254746,car,C2, 36 months,Source Verified,75000,0.0184,137.24,0.1427,4000,17,4611,11/11/2021,5/16/2021,3/13/2021,4/13/2021
635885,OH,INDIVIDUAL,8 years,Madison County Engineers,C,OWN,Fully Paid,814593,car,C4, 36 months,Source Verified,88000,0.0395,203.18,0.1335,6000,28,7217,10/12/2021,8/14/2021,4/13/2021,5/13/2021
718797,FL,INDIVIDUAL,1 year,bal gas propane,A,RENT,Fully Paid,913058,car,A5, 36 months,Source Verified,47000,0.0202,165.26,0.0766,5300,16,5843,11/4/2021,4/15/2021,2/13/2021,3/13/2021
793621,MN,INDIVIDUAL,10+ years,Consolidated Container,B,RENT,Fully Paid,998145,car,B2, 36 months,Source Verified,28800,0.21,162.73,0.1059,5000,7,5858,11/6/2021,8/15/2021,7/14/2021,8/14/2021
679780,NV,INDIVIDUAL,1 year,General Moly Inc,B,RENT,Fully Paid,868413,car,B2, 36 months,Source Verified,54000,0.1633,203.29,0.1,6300,38,7072,11/2/2021,3/14/2021,12/10/2021,12/11/2021
389170,OH,INDIVIDUAL,5 years,Mahershalash LLC dba Frullati cafe,A,MORTGAGE,Charged Off,423147,car,A2, 36 months,Verified,69996,0.1262,374.29,0.0768,12000,35,3151,9/4/2021,5/16/2021,10/1/2021,10/2/2021
558758,CA,INDIVIDUAL,10+ years,LAUSD,B,MORTGAGE,Charged Off,719246,car,B5, 36 months,Verified,78000,0.1029,165.74,0.1186,5000,24,2375,10/8/2021,11/9/2021,11/4/2021,11/5/2021
706518,GA,INDIVIDUAL,10+ years,Department of the Army,B,MORTGAGE,Charged Off,898735,car,B1, 36 months,Verified,98100,0.1769,224.66,0.0963,7000,23,5766,11/3/2021,10/13/2021,5/13/2021,6/13/2021
635771,LA,INDIVIDUAL,3 years,,B,MORTGAGE,Charged Off,814442,car,B4, 36 months,Verified,38000,0.1446,145.19,0.0999,4500,12,1446,10/12/2021,5/16/2021,11/11/2021,11/12/2021
349789,TX,INDIVIDUAL,10+ years,CMC Capitol City Steel,C,MORTGAGE,Charged Off,351611,car,C5, 36 months,Verified,42000,0.2166,166.77,0.1229,5000,16,3897,8/6/2021,10/9/2021,10/3/2021,10/4/2021
794680,CA,INDIVIDUAL,10+ years,State if Calif,C,MORTGAGE,Charged Off,999330,car,C5, 36 months,Verified,54903,0.2308,208.67,0.1523,6000,49,1869,11/6/2021,5/16/2021,12/4/2021,12/5/2021
356798,PA,INDIVIDUAL,9 years,Citizens Bank,C,MORTGAGE,Charged Off,362283,car,C5, 36 months,Verified,63000,0.0676,219.14,0.1304,6500,47,2625,8/10/2021,10/3/2021,9/10/2021,9/11/2021
878872,WI,INDIVIDUAL,2 years,RedBrick Health,D,MORTGAGE,Charged Off,1093649,car,D1, 36 months,Verified,133000,0.1203,423.61,0.1629,12000,33,6346,11/9/2021,5/16/2021,12/12/2021,12/1/2022
386587,NJ,INDIVIDUAL,1 year,Dept of Homeland Security,C,OTHER,Charged Off,418979,car,C1, 36 months,Verified,37800,0.1038,334.67,0.1253,10000,24,1098,9/4/2021,9/11/2021,9/6/2021,9/7/2021
464399,VA,INDIVIDUAL,2 years,Booz Allen Hamilton,E,OWN,Charged Off,582056,car,E5, 36 months,Verified,57000,0.0684,734.83,0.1774,20400,6,20830,9/12/2021,12/9/2021,12/5/2021,12/6/2021
472483,GA,INDIVIDUAL,10+ years,Jacob Inc,A,RENT,Charged Off,596610,car,A1, 36 months,Verified,54000,0.07,587.1,0.0705,19000,4,6337,10/1/2021,11/6/2021,11/2/2021,11/3/2021
440154,FL,INDIVIDUAL,2 years,Macy's,A,RENT,Charged Off,532757,car,A4, 36 months,Verified,20004,0.087,63.23,0.0859,2000,6,1401,9/9/2021,12/1/2021,11/9/2021,11/10/2021
388538,MD,INDIVIDUAL,2 years,United Health Care,A,RENT,Charged Off,422066,car,A4, 36 months,Verified,63504,0.0835,527.13,0.0932,16500,30,5797,9/4/2021,5/16/2021,10/3/2021,10/4/2021
857618,CA,INDIVIDUAL,4 years,Farmer Brothers Coffee Co.,A,RENT,Charged Off,1070102,car,A5, 36 months,Verified,50400,0.1357,236.73,0.0849,7500,27,4808,11/8/2021,9/13/2021,5/13/2021,6/13/2021
437200,IL,INDIVIDUAL,< 1 year,TinWerks Corporation,A,RENT,Charged Off,524652,car,A5, 36 months,Verified,85000,0.1201,305.01,0.0894,9600,32,5786,9/9/2021,5/16/2021,11/4/2021,11/5/2021
434591,CA,INDIVIDUAL,4 years,GameStop,A,RENT,Charged Off,518539,car,A5, 36 months,Verified,65000,0.1224,127.09,0.0894,4000,8,3042,9/8/2021,5/16/2021,11/9/2021,11/10/2021
726300,FL,INDIVIDUAL,5 years,jerry leigh,B,RENT,Charged Off,921650,car,B3, 36 months,Verified,27600,0.0174,324.42,0.1037,10000,10,762,11/4/2021,11/11/2021,11/6/2021,11/7/2021
393966,MO,INDIVIDUAL,4 years,Self Employed,C,RENT,Charged Off,432319,car,C2, 36 months,Verified,58106,0.0023,168.09,0.1284,5000,16,1285,9/4/2021,10/7/2021,10/3/2021,10/4/2021
844298,TX,INDIVIDUAL,8 years,Army,C,RENT,Charged Off,1055209,car,C2, 36 months,Verified,45000,0.2157,152.69,0.1349,4500,19,3194,11/8/2021,9/13/2021,4/13/2021,5/13/2021
660819,CA,INDIVIDUAL,7 years,"Nutrimedia, LLC",C,RENT,Charged Off,845158,car,C2, 36 months,Verified,84000,0.1899,337.23,0.1306,10000,10,2409,11/2/2021,12/1/2021,11/8/2021,11/9/2021
751543,CA,INDIVIDUAL,4 years,In Home Support Services,D,RENT,Charged Off,950992,car,D5, 36 months,Verified,9600,0.0975,105.9,0.1749,2950,4,1375,11/5/2021,12/10/2021,12/5/2021,12/6/2021
580279,OK,INDIVIDUAL,1 year,MSCI Inc,A,MORTGAGE,Fully Paid,745977,car,A5, 36 months,Verified,43000,0.086,125.13,0.0788,4000,13,4452,10/10/2021,12/12/2021,12/11/2021,12/12/2021
979183,SC,INDIVIDUAL,10+ years,american pure spring water,A,MORTGAGE,Fully Paid,1202046,car,A1, 36 months,Verified,96000,0.1169,213.05,0.0603,7000,21,7670,11/10/2021,3/16/2021,10/14/2021,11/14/2021
868411,WI,INDIVIDUAL,10+ years,M&I Bank,A,MORTGAGE,Fully Paid,1082191,car,A1, 36 months,Verified,105000,0.0647,331.76,0.0542,11000,22,11668,11/9/2021,7/13/2021,2/13/2021,3/13/2021
668490,LA,INDIVIDUAL,10+ years,AT&T,A,MORTGAGE,Fully Paid,854716,car,A1, 36 months,Verified,61200,0.0118,156.84,0.0542,5200,25,5441,11/2/2021,5/16/2021,12/2/2021,12/3/2021
714529,NJ,INDIVIDUAL,10+ years,New York City Transit Authority,A,MORTGAGE,Fully Paid,907955,car,A2, 36 months,Verified,112200,0.0071,206.23,0.0579,6800,8,7424,11/4/2021,4/14/2021,4/14/2021,5/14/2021
782049,OH,INDIVIDUAL,10+ years,u.s. postal service,A,MORTGAGE,Fully Paid,984985,car,A2, 36 months,Verified,55530,0.175,98.26,0.0662,3200,16,3537,11/6/2021,6/14/2021,6/14/2021,7/14/2021
617670,KY,INDIVIDUAL,10+ years,Kmart pharmacy,A,MORTGAGE,Fully Paid,791861,car,A3, 36 months,Verified,110000,0.024,228.75,0.0617,7500,16,8173,10/11/2021,5/16/2021,2/13/2021,3/13/2021
984383,MO,INDIVIDUAL,10+ years,DST Output,A,MORTGAGE,Fully Paid,1207974,car,A4, 36 months,Verified,74000,0.0089,156.46,0.079,5000,14,5477,11/10/2021,10/13/2021,10/13/2021,11/13/2021
435798,FL,INDIVIDUAL,10+ years,State Of Florida,A,MORTGAGE,Fully Paid,520996,car,A4, 36 months,Verified,116004,0.0089,214.16,0.0859,6775,12,7671,9/8/2021,12/3/2021,12/4/2021,12/5/2021
847761,CA,INDIVIDUAL,10+ years,DW McCasland,A,MORTGAGE,Fully Paid,1039056,car,A5, 36 months,Verified,87600,0.1684,473.45,0.0849,15000,32,16376,11/8/2021,12/12/2021,12/12/2021,12/1/2022
296737,MN,INDIVIDUAL,2 years,Wackenhut,A,MORTGAGE,Fully Paid,296734,car,A4, 36 months,Verified,42000,0.0071,311.02,0.0749,10000,18,11185,11/5/2021,5/16/2021,3/14/2021,4/14/2021
877452,NY,INDIVIDUAL,3 years,lowes home center,A,MORTGAGE,Fully Paid,1092174,car,A1, 36 months,Verified,53000,0.0702,85.22,0.0603,2800,27,2814,11/9/2021,5/16/2021,11/10/2021,11/11/2021
821606,GA,INDIVIDUAL,4 years,University of Georgia,A,MORTGAGE,Fully Paid,1029968,car,A1, 36 months,Verified,49200,0.2076,75.4,0.0542,2500,17,2711,11/7/2021,4/14/2021,4/14/2021,5/14/2021
685536,IL,INDIVIDUAL,4 years,spins,A,MORTGAGE,Fully Paid,875193,car,A4, 36 months,Verified,115600,0.1043,307.78,0.0729,9925,32,11075,11/3/2021,5/16/2021,1/14/2021,2/14/2021
757895,NV,INDIVIDUAL,5 years,Hall Jaffe and Clayton,A,MORTGAGE,Fully Paid,957991,car,A1, 36 months,Verified,130000,0.0447,90.48,0.0542,3000,36,3088,11/5/2021,11/12/2021,12/1/2021,12/2/2021
658407,CA,INDIVIDUAL,5 years,Pellenc America Inc.,A,MORTGAGE,Fully Paid,842051,car,A2, 36 months,Verified,90000,0.0084,303.27,0.0579,10000,15,10918,11/1/2021,2/14/2021,2/14/2021,3/14/2021
627653,OR,INDIVIDUAL,7 years,Salem Keizer Public Schools,A,MORTGAGE,Fully Paid,804314,car,A3, 36 months,Verified,75000,0.0101,186.81,0.0617,6125,25,6726,10/12/2021,12/13/2021,12/13/2021,1/13/2022
516194,GA,INDIVIDUAL,8 years,CH Bakers,A,MORTGAGE,Fully Paid,667153,car,A3, 36 months,Verified,56902,0.1476,371.3,0.0714,12000,20,13368,10/5/2021,5/16/2021,5/13/2021,6/13/2021
657408,CA,INDIVIDUAL,8 years,ThyssenKrupt Elevators Americas,A,MORTGAGE,Fully Paid,840752,car,A4, 36 months,Verified,150000,0.1268,93.03,0.0729,3000,36,3350,11/1/2021,2/14/2021,2/14/2021,3/14/2021
973976,FL,INDIVIDUAL,8 years,Lockheed Martin,A,MORTGAGE,Fully Paid,1196023,car,A5, 36 months,Verified,54000,0.1582,120.67,0.089,3800,28,4313,11/10/2021,1/16/2021,2/14/2021,3/14/2021
738407,AL,INDIVIDUAL,10+ years,US Postal Service,A,MORTGAGE,Fully Paid,935771,car,A2, 36 months,Verified,63600,0.0713,75.06,0.0579,2475,36,2689,11/4/2021,5/16/2021,1/14/2021,2/14/2021
526353,OR,INDIVIDUAL,10+ years,UPS,A,MORTGAGE,Fully Paid,680916,car,A3, 36 months,Verified,65000,0.0903,185.65,0.0714,6000,14,6393,10/6/2021,5/15/2021,11/7/2021,11/8/2021
970995,LA,INDIVIDUAL,10+ years,Walmart Distribution Center,A,MORTGAGE,Fully Paid,1192491,car,A5, 36 months,Verified,76000,0.2335,190.52,0.089,6000,38,6675,11/10/2021,6/13/2021,6/13/2021,7/13/2021
751072,NJ,INDIVIDUAL,10+ years,Verizon,A,MORTGAGE,Fully Paid,950481,car,A5, 36 months,Verified,130000,0.1599,309.32,0.0849,9800,39,10815,11/5/2021,5/16/2021,12/12/2021,12/1/2022
420464,KS,INDIVIDUAL,2 years,GBA,A,MORTGAGE,Fully Paid,493768,car,A5, 36 months,Verified,52700,0.2181,160.48,0.0963,5000,11,5777,9/6/2021,2/13/2021,12/7/2021,12/8/2021
610259,FL,INDIVIDUAL,2 years,Sears,A,MORTGAGE,Fully Paid,782655,car,A5, 36 months,Verified,78000,0.1454,185.02,0.0691,6000,48,6661,10/11/2021,5/16/2021,12/13/2021,1/13/2022
979654,NC,INDIVIDUAL,7 years,Lowe's Home Improvement,A,MORTGAGE,Fully Paid,1202812,car,A5, 36 months,Verified,31776,0.1828,190.52,0.089,6000,8,6809,11/10/2021,3/14/2021,3/14/2021,4/14/2021
819494,CA,INDIVIDUAL,8 years,Valero Energy Corp.,A,MORTGAGE,Fully Paid,1027615,car,A2, 36 months,Verified,96000,0.0148,334.6,0.0599,11000,26,12045,11/7/2021,8/15/2021,8/14/2021,9/14/2021
815183,FL,INDIVIDUAL,10+ years,South Lake Hospital,A,MORTGAGE,Fully Paid,1022784,car,A3, 36 months,Verified,65000,0.1521,246.99,0.0699,8000,21,8870,11/7/2021,2/14/2021,3/14/2021,4/14/2021
970733,NY,INDIVIDUAL,5 years,,A,MORTGAGE,Fully Paid,1192419,car,A3, 36 months,Verified,240000,0.0572,261.34,0.0751,8400,28,9408,11/10/2021,4/16/2021,10/14/2021,11/14/2021
696203,NY,INDIVIDUAL,3 years,NYC trasit,A,MORTGAGE,Fully Paid,887346,car,A3, 36 months,Verified,65000,0.1625,154.21,0.0692,5000,18,5302,11/3/2021,12/10/2021,12/10/2021,12/11/2021
1016736,OH,INDIVIDUAL,10+ years,continental airlines,A,MORTGAGE,Fully Paid,1244663,car,A1, 36 months,Verified,80000,0.1077,258.71,0.0603,8500,47,9328,11/11/2021,12/14/2021,1/15/2021,2/15/2021
676417,FL,INDIVIDUAL,2 years,The Palace Renaissance Royale,A,MORTGAGE,Fully Paid,864401,car,A1, 36 months,Verified,16000,0.081,219.42,0.0542,7275,26,7899,11/2/2021,6/14/2021,3/14/2021,4/14/2021
854197,MO,INDIVIDUAL,2 years,One Source Risk Management,A,MORTGAGE,Fully Paid,1066430,car,A1, 36 months,Verified,200000,0.0393,180.96,0.0542,6000,34,6515,11/8/2021,9/14/2021,9/14/2021,10/14/2021
635024,TX,INDIVIDUAL,2 years,Tech Data Corporation,A,MORTGAGE,Fully Paid,813477,car,A2, 36 months,Verified,75000,0.1075,121.31,0.0579,4000,36,4307,10/12/2021,2/15/2021,12/11/2021,12/12/2021
391892,CT,INDIVIDUAL,3 years,PricewaterhouseCoopers LLP,A,MORTGAGE,Fully Paid,428366,car,A1, 36 months,Verified,117500,0.0861,543.3,0.0737,17500,28,19412,9/4/2021,11/8/2021,11/7/2021,11/8/2021
540829,CT,INDIVIDUAL,9 years,The Hartford,A,MORTGAGE,Fully Paid,698199,car,A1, 36 months,Verified,68000,0.1392,107.1,0.0639,3500,21,3856,10/7/2021,11/14/2021,7/13/2021,8/13/2021
612380,NC,INDIVIDUAL,< 1 year,Wells Fargo (TekSystems),A,MORTGAGE,Fully Paid,785253,car,A1, 36 months,Verified,84000,0.0466,268.43,0.0542,12000,23,9664,10/11/2021,11/13/2021,12/13/2021,1/13/2022
806665,OR,INDIVIDUAL,10+ years,UPS,B,MORTGAGE,Fully Paid,1012870,car,B4, 36 months,Verified,69900,0.1701,593.49,0.1149,18000,15,21310,11/7/2021,5/15/2021,4/14/2021,5/14/2021
691483,FL,INDIVIDUAL,3 years,"American Safety Council, Inc",B,MORTGAGE,Fully Paid,882064,car,B5, 36 months,Verified,50000,0.0511,196.75,0.1111,6000,5,7083,11/3/2021,3/14/2021,3/14/2021,4/14/2021
1018254,WA,INDIVIDUAL,5 years,Safeway,B,MORTGAGE,Fully Paid,1246503,car,B2, 36 months,Verified,122400,0.2402,221.5,0.1065,6800,37,7777,11/11/2021,5/16/2021,9/13/2021,10/13/2021
